airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.83,44,73
AirAsia,I5-1780,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.75,48,47
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Chennai,Economy,8.33,31,88
AirAsia,I5-1528,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.33,17,62
Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,5.58,5,57
Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.58,47,73
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,15,80
Indigo,6E-404,Kolkata,Evening,zero,Night,Delhi,Economy,2.5,2,137
Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,10.83,44,80
Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.75,25,76
Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Economy,25.33,29,95
Indigo,6E-2474,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,7.67,33,46
GO_FIRST,G8-2403,Delhi,Morning,one,Night,Mumbai,Economy,12.75,47,80
Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,31,57
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Economy,15.25,29,84
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Business,11.92,4,538
AirAsia,I5-510,Kolkata,Early_Morning,one,Morning,Chennai,Economy,3.92,41,74
Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Economy,24.83,8,121
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,26.75,10,172
GO_FIRST,G8-285,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,8,110
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Business,16.92,17,737
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.83,9,737
Vistara,UK-613,Mumbai,Afternoon,one,Evening,Delhi,Business,4.5,30,505
Indigo,6E-811,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,22,88
Air_India,AI-9876,Bangalore,Afternoon,two_or_more,Morning,Mumbai,Economy,20.0,34,78
Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.58,39,55
AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,43,66
GO_FIRST,G8-103,Delhi,Evening,one,Morning,Bangalore,Economy,16.42,10,100
Air_India,AI-541,Hyderabad,Evening,one,Night,Mumbai,Business,5.92,46,619
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,22.08,33,81
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Chennai,Economy,17.42,19,67
Indigo,6E-2471,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,3,142
Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Business,22.67,9,706
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,7.42,14,149
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,30.17,48,114
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,8,255
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Business,23.17,31,619
SpiceJet,SG-8709,Delhi,Evening,one,Night,Chennai,Economy,26.42,34,67
Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,5,101
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,19.08,48,126
SpiceJet,SG-516,Kolkata,Early_Morning,one,Early_Morning,Chennai,Economy,25.75,43,70
Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,11.25,10,118
Indigo,6E-6591,Hyderabad,Afternoon,one,Night,Chennai,Economy,6.0,16,96
Air_India,AI-766,Chennai,Morning,one,Evening,Delhi,Business,6.67,23,642
GO_FIRST,G8-7547,Bangalore,Morning,one,Night,Delhi,Economy,10.17,43,54
Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Economy,19.42,28,60
GO_FIRST,G8-325,Mumbai,Night,zero,Late_Night,Bangalore,Economy,1.75,12,69
Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.67,42,785
Air_India,AI-805,Delhi,Evening,one,Afternoon,Kolkata,Economy,16.17,16,83
Air_India,AI-430,Chennai,Morning,one,Morning,Bangalore,Business,23.0,46,814
GO_FIRST,G8-7538,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,15.5,28,79
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Chennai,Economy,11.75,9,233
AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Delhi,Economy,5.0,45,37
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Business,11.25,19,680
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.75,20,84
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,30.75,4,213
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Chennai,Economy,15.92,12,155
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,23.33,23,54
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,3,148
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,21,34
Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.67,41,57
Air_India,AI-505,Bangalore,Morning,two_or_more,Night,Hyderabad,Economy,13.17,14,200
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,7.25,36,76
Indigo,6E-531,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,3.5,22,51
Air_India,AI-9745,Kolkata,Morning,one,Evening,Mumbai,Economy,5.83,14,109
Indigo,6E-384,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.33,45,63
Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.33,11,138
Indigo,6E-417,Kolkata,Afternoon,one,Night,Hyderabad,Economy,7.33,15,150
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Delhi,Economy,14.75,10,155
Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Business,25.67,14,706
Vistara,UK-774,Kolkata,Night,one,Evening,Chennai,Economy,23.33,39,95
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.67,4,202
Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Economy,22.83,41,59
AirAsia,I5-1621,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.92,46,37
Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,15.42,32,44
Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Economy,5.08,14,144
GO_FIRST,G8-331,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,12,123
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,31,1114
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Business,10.17,21,513
Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Economy,17.08,24,106
Indigo,6E-308,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,47,61
Indigo,6E-2169,Delhi,Evening,zero,Night,Chennai,Economy,2.92,12,103
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,35,156
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,40,86
GO_FIRST,G8-286,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,7,408
Air_India,AI-808,Bangalore,Night,one,Morning,Chennai,Economy,11.92,35,87
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,18.17,49,87
Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Business,24.33,27,558
Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Economy,11.33,5,115
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,26,110
Air_India,AI-504,Delhi,Night,one,Afternoon,Kolkata,Business,16.25,48,775
Air_India,AI-573,Bangalore,Afternoon,one,Night,Mumbai,Business,31.25,39,757
Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,26.5,11,150
Vistara,UK-814,Bangalore,Night,one,Evening,Chennai,Economy,19.17,20,88
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.83,5,131
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Chennai,Economy,18.17,16,66
Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,43,54
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,23.5,48,700
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,7.33,8,168
Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,12.33,15,105
Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.33,29,465
Indigo,6E-591,Chennai,Morning,one,Evening,Mumbai,Economy,4.75,30,54
Air_India,AI-839,Delhi,Night,one,Afternoon,Bangalore,Economy,16.92,39,49
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Economy,13.08,26,101
Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.67,24,91
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Economy,8.83,26,68
Air_India,AI-663,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.5,5,138
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.33,25,74
Vistara,UK-706,Kolkata,Morning,one,Evening,Hyderabad,Business,6.75,44,704
Indigo,6E-6172,Kolkata,Night,one,Morning,Bangalore,Economy,8.92,9,88
SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,44,57
GO_FIRST,G8-505,Chennai,Evening,one,Late_Night,Delhi,Economy,7.0,15,99
GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Delhi,Economy,13.0,19,83
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Economy,24.33,41,73
Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Business,16.92,36,824
Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,9,69
Vistara,UK-776,Kolkata,Evening,zero,Night,Mumbai,Business,2.75,8,432
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,20.58,44,840
AirAsia,I5-766,Hyderabad,Night,one,Late_Night,Delhi,Economy,4.25,11,83
Air_India,AI-9517,Bangalore,Evening,one,Evening,Mumbai,Economy,23.42,45,78
Vistara,UK-836,Chennai,Morning,two_or_more,Evening,Bangalore,Economy,8.08,43,87
AirAsia,I5-992,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.42,19,46
Indigo,6E-809,Hyderabad,Afternoon,one,Night,Kolkata,Economy,5.08,39,59
Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Business,9.08,36,694
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Economy,13.08,36,117
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Business,21.83,32,915
Vistara,UK-857,Mumbai,Night,one,Night,Hyderabad,Economy,23.92,34,45
Vistara,UK-839,Delhi,Afternoon,zero,Evening,Chennai,Economy,2.83,35,37
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,11.83,31,63
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.92,47,760
Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,32,102
Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,4,166
Indigo,6E-489,Chennai,Night,one,Early_Morning,Kolkata,Economy,9.33,10,74
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Economy,8.08,1,369
Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,17,38
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,11.0,46,748
Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.5,48,56
Vistara,UK-870,Hyderabad,Night,one,Early_Morning,Mumbai,Business,11.33,5,787
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,11.5,34,58
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,9.25,36,85
AirAsia,I5-2392,Bangalore,Morning,one,Evening,Delhi,Economy,7.58,13,101
Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,8.42,8,153
GO_FIRST,G8-792,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.58,16,63
Indigo,6E-2349,Hyderabad,Night,zero,Late_Night,Delhi,Economy,2.25,9,86
Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Economy,25.75,12,150
Indigo,6E-6222,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,18,32
Indigo,6E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,37,33
Indigo,6E-5206,Mumbai,Night,one,Late_Night,Hyderabad,Economy,3.42,43,72
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Chennai,Business,12.5,13,697
Indigo,6E-398,Delhi,Afternoon,one,Night,Kolkata,Economy,6.33,39,51
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Business,28.0,29,673
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Business,13.33,2,687
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Mumbai,Economy,19.0,22,83
Air_India,AI-768,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,8.67,5,205
Vistara,UK-708,Kolkata,Night,zero,Night,Delhi,Economy,2.33,7,88
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,14.0,8,163
Vistara,UK-774,Kolkata,Night,one,Early_Morning,Bangalore,Business,11.25,22,706
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,11,125
Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.17,21,80
Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Economy,26.75,14,149
AirAsia,I5-1561,Bangalore,Evening,one,Late_Night,Delhi,Economy,6.17,17,37
Air_India,AI-430,Chennai,Morning,one,Morning,Hyderabad,Economy,26.0,31,54
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13.0,7,1115
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,1,256
Air_India,AI-610,Bangalore,Evening,one,Evening,Delhi,Business,24.17,31,574
Indigo,6E-627,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.33,4,208
Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Economy,15.92,36,141
Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Economy,24.5,3,156
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.67,44,59
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,16,67
Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,26,52
Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,36,73
Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,Economy,2.08,13,80
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Business,23.5,3,694
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Kolkata,Economy,6.17,16,76
Air_India,AI-763,Kolkata,Early_Morning,one,Late_Night,Bangalore,Business,17.17,20,823
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Business,23.58,37,823
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,44,87
Vistara,UK-708,Kolkata,Night,one,Afternoon,Hyderabad,Economy,16.17,24,139
Air_India,AI-660,Mumbai,Evening,one,Evening,Hyderabad,Economy,25.33,42,56
Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,17.25,43,96
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,10.83,26,738
Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,38,83
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.25,29,76
AirAsia,I5-2461,Bangalore,Evening,one,Late_Night,Kolkata,Economy,10.0,42,46
Air_India,AI-505,Bangalore,Morning,one,Evening,Kolkata,Economy,8.75,4,182
GO_FIRST,G8-319,Mumbai,Morning,one,Night,Kolkata,Economy,11.83,3,100
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.25,23,671
Vistara,UK-866,Bangalore,Night,one,Afternoon,Delhi,Business,16.42,28,848
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,10.58,45,56
Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,24,61
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.83,11,69
Indigo,6E-2076,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.0,34,47
GO_FIRST,G8-287,Mumbai,Morning,one,Evening,Delhi,Economy,7.25,4,153
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,6,611
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,40,33
Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Business,18.17,29,885
Air_India,AI-523,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,9.08,38,689
Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Economy,20.58,9,197
Vistara,UK-852,Bangalore,Morning,one,Evening,Chennai,Business,10.42,20,598
Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.83,44,31
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.92,21,89
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,16.42,18,57
Air_India,AI-888,Mumbai,Evening,one,Morning,Kolkata,Business,14.0,18,671
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Business,21.0,9,990
Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Business,2.67,17,685
Vistara,UK-890,Hyderabad,Evening,one,Evening,Chennai,Economy,22.67,2,287
Indigo,6E-992,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,7.33,27,49
AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.42,47,54
Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Business,23.92,35,586
Vistara,UK-876,Hyderabad,Night,one,Night,Chennai,Business,25.5,8,610
Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,Economy,9.33,17,73
Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Economy,23.42,26,96
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,36,109
Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Business,9.83,15,836
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,9.58,34,679
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.42,20,193
Vistara,UK-824,Chennai,Night,one,Night,Bangalore,Business,24.42,37,596
Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,6.25,21,103
Air_India,AI-770,Kolkata,Night,one,Night,Hyderabad,Business,27.08,2,740
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,8.25,31,87
AirAsia,I5-360,Kolkata,Early_Morning,zero,Morning,Chennai,Economy,2.33,47,40
Air_India,AI-763,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.92,46,679
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,17.42,6,218
Indigo,6E-6339,Kolkata,Morning,one,Evening,Delhi,Economy,6.08,31,71
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,22,139
Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,47,78
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,13,187
Indigo,6E-6087,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,49,61
Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Business,16.33,7,394
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,41,37
Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.75,40,51
GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,15,80
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Economy,12.08,12,124
Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,80
Indigo,6E-893,Kolkata,Morning,one,Night,Chennai,Economy,11.0,37,58
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,6,59
Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Business,15.67,26,815
Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,Economy,2.08,49,32
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,16.67,6,88
Air_India,AI-672,Chennai,Afternoon,one,Night,Delhi,Economy,5.5,13,155
Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Economy,27.33,16,65
Air_India,AI-763,Kolkata,Early_Morning,one,Late_Night,Bangalore,Economy,17.17,28,95
Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,32,48
Indigo,6E-6172,Kolkata,Night,one,Early_Morning,Bangalore,Economy,7.83,44,52
GO_FIRST,G8-2504,Mumbai,Afternoon,one,Night,Delhi,Economy,7.08,48,45
Indigo,6E-847,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.08,22,39
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.25,13,136
Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,39,75
Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Business,23.83,29,756
Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Business,21.25,3,863
Air_India,AI-672,Chennai,Evening,one,Morning,Delhi,Economy,18.67,26,53
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,9.75,40,822
Air_India,AI-402,Kolkata,Morning,one,Night,Bangalore,Business,9.67,2,853
Indigo,6E-2752,Chennai,Evening,zero,Night,Delhi,Economy,2.75,19,31
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Business,8.0,48,737
Air_India,AI-9885,Hyderabad,Morning,two_or_more,Afternoon,Chennai,Economy,25.92,2,251
Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Economy,20.17,4,107
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,38,100
Vistara,UK-826,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,40,124
Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,5.5,6,145
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,14.25,20,87
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.83,17,70
Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Economy,13.92,9,121
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Business,24.58,18,592
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,32,573
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.67,35,67
Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,43,51
Air_India,AI-766,Chennai,Morning,zero,Afternoon,Kolkata,Business,2.58,26,270
SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,23,76
Vistara,UK-944,Mumbai,Afternoon,one,Evening,Hyderabad,Business,5.25,5,785
Indigo,6E-6021,Kolkata,Afternoon,one,Evening,Bangalore,Economy,5.42,47,81
Vistara,UK-940,Mumbai,Evening,one,Evening,Chennai,Economy,20.58,30,59
Indigo,6E-156,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,9,57
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,22.0,10,177
Air_India,AI-430,Chennai,Morning,one,Morning,Kolkata,Business,23.08,46,748
Indigo,6E-134,Kolkata,Night,one,Morning,Hyderabad,Economy,8.75,41,46
Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,8.67,30,904
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.5,31,57
Indigo,6E-7623,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,35,82
GO_FIRST,G8-504,Hyderabad,Morning,one,Night,Bangalore,Economy,13.4,34,73
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.83,7,146
Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Economy,16.08,29,63
AirAsia,I5-1228,Bangalore,Early_Morning,zero,Morning,Chennai,Economy,1.0,8,47
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,7.17,36,712
Vistara,UK-778,Kolkata,Afternoon,one,Evening,Hyderabad,Business,25.67,13,704
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,41,325
Vistara,UK-822,Chennai,Morning,one,Late_Night,Delhi,Business,14.42,6,782
Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,26,33
Air_India,AI-768,Kolkata,Afternoon,two_or_more,Night,Mumbai,Economy,5.75,8,211
Air_India,AI-9881,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,14.42,30,98
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,11.0,32,76
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,26,97
GO_FIRST,G8-395,Bangalore,Morning,one,Evening,Kolkata,Economy,9.33,19,84
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.42,7,125
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Business,16.92,37,737
Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,7.42,30,739
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Early_Morning,Mumbai,Economy,24.92,18,50
Vistara,UK-876,Hyderabad,Night,one,Evening,Chennai,Economy,22.33,28,130
Air_India,AI-429,Delhi,Morning,one,Morning,Hyderabad,Economy,24.08,34,56
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,16,107
Air_India,AI-766,Chennai,Morning,one,Evening,Mumbai,Economy,9.17,6,177
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,14.08,5,155
Indigo,6E-371,Hyderabad,Evening,one,Night,Kolkata,Economy,5.5,6,71
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.17,41,775
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Economy,6.33,33,67
Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,Business,9.33,11,617
Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Economy,21.83,36,59
